UPC,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12
670001040158,373,,,,40,,,,,,,,,,,50,,,,,,
670001040158,374,,,,,,,,,,,,,,200,200,,,,,,
670001040158,375,20,10,10,20,10,10,30,,20,,15,,40,20,30,,20,20,,20,5
670001040158,376,,,3,,,,,5,,3,4,4,4,,3,5,,,,,5
670001040158,377,,10,,10,25,,5,,0,,,10,10,,20,,10,,,,20
670001040158,378,10,,,10,,,15,,,,,10,20,30,,,,5,,,
670001040158,379,,,,10,,,,,,,,,10,,15,,,,,,
670001040158,380,,,,3,,5,,,,,,,,,,,,,,2,
670001040158,381,10,,20,,,,10,,,,20,,20,,,,10,,,,
670001040158,382,,,7,2,,10,,,,,,,,15,,,,,,,10
670001040158,383,8,,2,,2,,4,,,,5,,,7,,1,,1,3,,
670001040158,384,,,9,20,,,,,,,,,17,,12,,,,,8,8
670001040158,385,,25,,30,,,,30,2,,15,,13,,34,,,10,10,,17
670001040158,386,,16,,20,,10,,10,,,,4,8,4,22,,10,3,,3,7
670001040158,387,1,,3,3,,5,,8,,9,,,,6,,5,3,2,,4,
670001040158,388,4,,,,,2,,1,1,1,,,,,2,3,,,2,,1
670001040158,389,4,15,,,12,,,,,,,10,,,,10,,,5,10,
670001040158,390,,10,,10,,,10,,,,,10,10,,,5,,10,,5,
670001040158,391,,20,,10,,1,4,,,,,10,10,,20,5,,,,,
670001040158,392,4,2,5,6,,,,5,,7,,,,,2,4,,,1,,
670001040158,393,,,,27,,,,4,2,,,,12,,,,,,,2,
670001040158,394,,,,10,,,,,,,,,,10,10,,,,,,
670001040158,395,13,13,,,17,,21,5,,13,,13,15,,,,7,12,13,,12
670001040158,396,,10,22,34,,,,,10,10,25,,25,10,30,,,10,5,,20
670001040158,397,4,,10,14,,,,,,,6,,5,,8,,,7,,,6
670001040158,398,7,,14,18,,10,,3,8,7,,13,11,,13,,14,,,12,3
670001040158,399,,,10,25,,,,,,8,17,,,8,4,6,,,3,5,15
670001040158,400,10,,20,20,,,,10,,,10,10,15,15,20,,,,10,15,
670001040158,401,40,50,20,80,50,60,50,80,70,20,30,60,70,90,100,70,70,30,20,60,60
670001040158,402,55,60,10,170,,,,10,20,30,30,45,100,-4,,52,,,50,70,30
670001040158,403,,,,,,,,10,,,,,,,,,,,,,
670001040158,404,5,,6,,4,5,8,,10,8,2,3,6,3,7,10,2,4,5,,3
670001040158,405,4,,4,17,,3,5,,12,4,3,6,1,6,15,,,,2,3,
670001040158,406,10,100,120,140,,,20,20,,,,22,85,90,80,30,,,,60,10
670001040158,407,7,25,,43,20,7,8,18,14,10,,9,30,15,30,20,,5,20,6,9
670001040158,408,6,4,9,6,6,12,10,,5,11,5,10,12,13,12,15,8,5,7,12,
670001040158,409,,,10,20,,,,,,,,5,15,,,8,2,,,10,10
670001040158,410,,,11,,,16,,8,1,,9,,13,17,,,5,,,17,9
670001040158,411,15,,10,40,,,,20,,,,,10,10,,40,,,,20,
670001040158,412,,50,540,,,,,,,80,40,100,160,205,,240,,,,,
670001040158,413,,,,,,,,,,,,,13,,52,,,,,,
670001040158,414,,5,5,5,10,5,7,10,5,10,2,5,5,10,5,10,5,10,,10,10
670001040158,415,50,60,40,120,,60,20,10,40,60,30,10,80,40,90,,,30,80,,30
670001040158,416,,,80,1580,-630,,,,,30,36,28,110,60,120,510,,,,20,170
670001040158,417,,,,5,,,,,10,,,,,15,,,,5,,,
670001040158,418,40,20,160,10,10,,,20,,,20,40,110,80,,,10,20,,10,
670001040158,419,,,,10,,,,10,,,,,10,,20,,,,,,10
670001040158,420,,8,5,,8,,,6,4,,,5,10,,10,,,8,,,6
670001040158,421,,15,10,,5,,,,,,,,30,,15,,,,,,
670001040158,422,,40,,5,30,,5,15,,20,5,,25,,20,,20,,20,,10
670001040158,423,,,15,,,,,,,3,,,,,,,,,,,
670001040158,424,,,,4,,,,,,,,,,,1,2,,,,,
670001040158,425,24,20,32,50,30,,23,40,40,,7,15,20,25,60,,,19,6,24,10
670001040158,426,,,40,100,,,,,,20,,8,44,20,120,,,,,20,-20
670001040158,427,20,,10,30,,,10,20,10,20,10,10,10,20,30,,,,10,20,
670001040158,428,,100,,100,60,,,,,,,,100,,120,,,,20,,20
670001040158,429,,,400,,600,,,,,,30,40,100,400,550,,,,,,
670001040158,430,5,37,5,105,30,,,0,,10,20,40,40,12,60,,40,,,,
670001040158,431,,,,230,,,,,,,,,,,300,,,,,,
670001040158,432,10,,12,50,,,,,,,4,,,13,30,,,,,8,
670001040158,433,2,,,,2,,,,2,,,,,1,2,,1,3,,,
670001040158,434,,,,,,,,,,,,,5,,,,,,,,
670001040158,435,10,,30,30,,,,20,30,20,,,30,10,30,,,20,,,20
670001040158,436,,15,,15,,,,7,,,8,,15,,17,,,,,,
670001040158,437,3,2,,,1,,,4,,,,,4,,,,,,,,
670001040158,438,,,20,,10,,10,15,,,10,,10,10,30,,,,20,,10
670001040158,439,,,,,,,,,,,,,,,,,,2,,,
670001040158,440,65,22,6,44,35,,,5,10,8,14,22,10,27,37,,12,19,8,10,10
670001040158,441,5,,,,,,10,,,,,,,,,,5,,,,
670001040158,442,6,,20,,,20,,15,,,,,20,,20,,,,,,
670001040158,443,,,,,10,,,,,,,,18,,,,,,,,
670001040158,444,,15,,30,,,,,10,10,,,20,,10,,10,10,,,
670001040158,445,20,,9,13,20,,10,10,10,,20,,20,,,20,,20,,,
670001040158,446,,20,,10,,,10,,10,,10,10,5,20,,,,10,,15,
670001040158,447,4,,,5,,,,,,,,,4,,,,,,,,
670001040158,448,10,,20,20,,,,,,5,,6,15,,10,,5,,5,,
670001040158,449,,,,,,,,,,,,,,,,,,,,,50
670001040158,450,,,20,,6,,10,,,,,,,,9,,,,,8,4
670001040158,451,15,,,30,,,10,10,,,5,5,10,5,14,,5,10,10,5,
670001040158,452,,,6,12,,6,3,,7,,3,5,5,,6,,6,,8,,8
670001040158,453,10,,,,,,,,,,,,,,,,,,,,
670001040158,454,,,,,,,2,,,,,,,4,,,,4,,,
670001040158,455,,20,,20,,,,,,10,20,,,,20,10,,10,,,10
670001040158,456,,,,,,,2,3,,,,,,,,,,,,,
670001040158,457,,,3,,,,7,,,10,,,,,,,,,,7,
670001040158,458,,20,,30,,,,,20,20,,,20,,20,,,,,20,
670001040158,459,,,,,,,,,,,,,,,,,,5,,,
670001040158,460,5,20,,15,15,0,,,5,10,10,15,10,10,20,,10,,10,20,
670001040158,461,,40,,60,,,,,,,,20,40,40,40,,,,,,
670001040158,462,,,,100,,,,,,,5,5,20,,40,,,,,,30
670001040158,463,20,20,40,200,,,,,,,,,,,90,,,,,,10
670001040158,464,,,,,,,,,,,,,,,,,4,,,,
670001040158,465,,,,10,,,,,,10,,,6,10,,,,,,,7
670001040158,466,,10,15,12,,,,5,,,15,,15,,3,,,,10,,
670001040158,467,,10,15,,,,,10,,,,5,20,,,,,,,10,
670001040158,468,,12,,,15,6,,4,,3,,6,,10,15,,,,,8,
670001040158,469,,20,,30,,,6,,,,,,15,,35,,,,,,
670001040158,470,10,25,,15,,,,,,,,,,10,20,,,,,,
670001040158,471,,,,22,2,,,,,,,,,,,,,,18,,
670001040158,472,4,,2,,,2,,1,1,,,,,,1,,,,,,1
670001040158,473,,,,17,,,,17,,,15,,,15,15,,,,,18,
670001040158,474,12,10,10,,20,,10,10,10,,,10,20,20,10,,10,10,20,,
670001040158,475,9,,10,50,,,,,,9,,,15,10,15,,,,,,10
670001040158,476,1,,,,,,,,,2,,4,,3,1,3,,,4,,
670001040158,477,,,,5,,,,,,3,3,2,15,,7,,,,,,10
670001040158,478,10,,25,,25,7,8,3,,,10,6,5,10,18,,5,,11,,3
670001040158,479,8,50,50,100,,,,0,,17,15,8,20,10,60,40,,,,,10
670001040158,480,,,,10,,,,,30,,,,14,,14,,,,11,,
670001040158,481,,,,,,,2,,,,,,,,,,,,3,,
670001040158,482,26,25,59,26,30,29,15,30,28,14,23,20,37,22,33,26,17,20,20,20,24
670001040158,483,,,20,,,20,,,,,,20,20,,,20,,20,10,,
670001040158,484,,40,,,,,,,10,10,,,20,,,,,10,10,,10
670001040158,485,,20,,5,,,,,,,10,,,10,23,,,,,,
670001040158,486,10,15,20,10,5,35,10,10,8,,15,10,25,5,15,10,20,15,10,,10
670001040158,487,10,,28,,,,,10,10,10,,10,20,,,10,,,5,10,
670001040158,488,,1,,,1,,,,,,,,,,,,,,,,1
670001040158,489,,,10,20,40,10,,,,,,,30,,10,,,,15,,20
670001040158,490,14,,13,,,,,12,,,,1,1,,12,,,5,,,
670001040158,491,,10,20,45,,,10,10,10,5,5,12,30,25,,8,10,45,-13,20,15
670001040158,492,,,,,,,10,,20,10,,10,,16,10,,5,6,,,20
670001040158,493,,,20,,,,10,60,,,,,10,45,75,20,,,80,30,
670001040158,494,,,,,1,,,,,4,,,,,,4,,,,,
670001040158,495,,5,,,,5,4,,,2,,,2,,,2,,,2,,
670001040158,496,,,,,,,,,,,,,,,2,,,,,,
670001040158,497,,8,,4,,,,,,,,,10,,,,,,,,
670001040158,498,6,,4,12,,,,,,,,,,,,,,,,,
670001040158,499,10,,40,30,,,,20,,10,,,,,,,,24,30,20,
670001040158,500,,,30,,,,,,,11,,,,,,,8,,,,3
670001040158,501,,,8,,,17,,,,,,10,,1,11,,4,,,8,
670001040158,502,,20,,15,,,,,,,,,10,25,,,,,,,
670001040158,503,,,,,,,,,,41,39,31,95,34,,,,,,,
670001040158,504,10,,40,40,,,,,,,,,,,,,,,,,
670001040158,505,2,3,4,9,,9,,4,5,4,4,4,6,5,9,6,,6,5,3,5
670001040158,506,5,,,10,,5,,,10,,,10,,,,,,10,,,
670001040158,507,5,,4,5,6,4,2,2,4,3,4,3,8,8,,10,,3,3,,5
670001040158,508,140,110,160,345,,20,110,110,20,80,70,110,170,120,100,190,10,90,120,100,40
670001040158,509,,,10,13,,,,,,,,5,15,,,10,,20,,3,
670001040158,510,,8,,8,,,,,6,,,2,10,,,5,,,6,2,
670001040158,511,5,,20,,,,10,,,,,20,5,,,,,,10,,
670001040158,512,,,,,,,,,,,,,,,,20,,,,,
670001040158,513,,15,,20,,,,10,,,,,,10,5,,,,15,,5
670001040158,514,,,,,6,,,5,,15,,,5,10,,,5,,,,10
670001040158,515,,,7,,3,,,4,,4,,,,,3,4,4,5,,,3
670001040158,516,,17,,20,,,,,,,,,,15,,20,,,,,
670001040158,517,7,,,,3,10,4,,3,,,8,2,1,10,,,6,12,,
670001040158,518,,,,,,,,,,,,37,,,,,,,,,
670001040158,519,10,15,15,10,,10,15,,10,10,10,10,30,10,,20,10,20,10,10,
670001040158,520,,4,,10,,,,,2,,3,,,,2,,,,3,,
670001040158,521,14,10,16,24,,,3,9,3,26,,,18,17,14,24,5,13,9,7,11
670001040158,522,10,,,,,,,,,12,,,,16,16,,,,3,,
670001040158,523,,14,,12,,,,,,,,,10,,5,,,,,,
670001040158,524,7,,13,8,0,,,9,,,2,4,13,,15,,8,6,9,,8
670001040158,525,,13,,20,,,,,,15,6,10,21,28,12,17,,20,23,17,
670001040158,526,,2,2,,2,160,,19,20,,2,15,,,55,1,,,,45,2
670001040158,527,2,,3,4,,3,,4,5,11,6,,,1,6,4,3,3,,,6
670001040158,528,,10,20,35,,,,,20,,,10,10,20,30,,,,,10,
670001040158,529,5,12,,13,,,10,10,,,,5,10,11,,5,,6,,4,2
670001040158,530,19,10,36,85,,,20,8,19,20,3,9,55,,60,,20,17,14,21,22
670001040158,531,15,20,,60,,,20,3,,,,30,10,10,20,,20,,30,4,
670001040158,532,5,,30,30,,,,,,,,,,10,15,,10,,5,10,2
670001040158,533,10,20,,10,10,10,10,15,5,15,10,,15,12,10,20,,10,5,5,10
670001040158,534,84,119,187,799,,,,,30,125,96,138,211,193,307,278,,94,153,127,203
670001040158,535,,9,20,10,16,15,5,10,15,10,6,15,19,9,13,29,5,10,10,5,15
670001040158,536,2,10,,2,,,,,,8,,2,,10,,,3,,4,,
670001040158,537,2,,,4,,,,6,0,,,,1,,2,,2,,,,
670001040158,538,,5,,,,,,20,,,,,,,,,,2,,4,
670001040158,539,,,20,,,20,,,,,20,,20,,25,,,,,,10
670001040158,540,,,80,200,,,,30,,180,140,65,245,230,180,390,40,170,,,
670001040158,541,,21,,,5,,,,6,3,7,,9,4,6,2,6,4,,12,
670001040158,542,,30,20,,,,20,30,,15,,5,20,,20,,20,,10,20,
670001040158,543,10,40,,,,,20,,,,10,,20,,20,,,20,,,
670001040158,544,52,,,,,3,,40,3,,5,11,15,,10,80,1,,60,,
670001040158,545,10,20,20,20,,20,,20,20,10,,5,15,20,10,20,10,5,5,5,10
670001040158,546,6,14,12,13,5,,10,13,7,3,6,6,14,10,22,,2,9,7,6,
670001040158,547,8,,15,,5,3,9,3,3,5,,6,,15,,,2,10,10,5,
670001040158,548,,20,30,80,,,20,,10,,,,60,40,30,,20,,30,30,
670001040158,549,,,10,,,,10,,,,,10,10,,,,10,,10,,
670001040158,550,,,30,30,10,,,,,,15,,16,10,25,,,10,20,,
670001040158,551,,,,15,,10,,,20,,,,,16,,,,10,10,,
670001040158,552,,12,20,50,,,,,,,7,2,15,13,40,,,,,,
670001040158,553,15,,10,10,10,15,10,10,,,10,10,10,10,25,10,10,15,10,10,
670001040158,554,9,,5,8,6,4,14,2,5,5,,10,5,3,5,4,3,3,6,7,5
670001040158,555,,,30,,,20,20,,,20,30,,40,,,30,,,20,10,
670001040158,556,10,10,,,,10,,13,,,10,,15,,,20,,,10,,
670001040158,557,3,20,35,,10,,10,20,,15,,,,8,22,6,,10,15,,
670001040158,558,9,,11,20,7,,18,28,,8,,6,12,17,10,,,17,,4,6
670001040158,559,85,,89,126,,,30,20,40,,20,,10,50,30,,37,10,30,,
670001040158,560,3,2,,,,2,2,,,4,,,4,,2,,,,,,
670001040158,561,20,10,40,10,,5,10,,20,,12,,20,,,,10,20,,,10
670001040158,562,10,,40,,30,10,20,10,30,,10,,20,50,,20,,20,20,10,10
670001040158,563,4,20,13,18,7,13,14,8,,13,,7,23,4,4,5,12,6,14,6,10
670001040158,564,,20,10,,20,,,20,,,,10,20,,10,,,10,15,,20
670001040158,565,20,20,,10,,,,10,,,,,20,10,10,,10,,,10,
670001040158,566,,50,200,200,,,,,60,,,,,20,100,40,,,,30,
670001040158,567,20,20,,,20,,10,30,,20,,5,10,15,5,,,,20,,
670001040158,568,4,2,3,4,6,4,1,,2,2,1,3,,,3,1,6,3,3,5,
670001040158,569,10,20,,29,,17,,13,8,14,,7,15,15,15,8,,7,9,7,8
670001040158,570,,,,,,,,,,,,,20,,20,,,,,,20
670001040158,571,1,,4,3,,2,2,7,,2,,,2,,3,2,,2,3,,2
670001040158,572,5,,20,,,,,,4,,,4,12,5,,10,,,9,,
670001040158,573,,,,,,10,,15,,10,20,,,20,10,,,10,10,,10
670001040158,574,20,,10,20,20,10,,,,20,,20,20,,20,20,,40,,10,
670001040158,575,,,19,,,,,,,,,,17,,,,,,,,
670001040158,576,15,20,5,40,,20,8,5,15,12,10,25,35,11,25,10,,12,20,15,5
670001040158,577,,7,,12,,,,10,12,,,,15,,10,,,9,5,,
670001040158,578,3,,,11,,10,10,5,,10,10,10,,,10,,8,10,,,10
670001040158,579,,,,1,,,2,,,,,,,,,,,,1,,
670001040158,580,,,,,10,,,,,,,,,,,,3,,,,10
670001040158,581,3,2,,,5,,,3,,,1,,,,,1,4,,2,,
670001040158,582,8,,16,,,5,,,,,,,13,,,16,,,,7,
670001040158,583,,,,12,,,,,,,,,,,,,,5,,,
670001040158,584,,,12,10,,20,,,,,,,10,17,,,,,4,,5
670001040158,585,,,,5,,,10,,,,,,3,,,,3,,,,
670001040158,586,,,2,,,,,8,,,,,,,,,,,,,3
670001040158,587,,2,,,6,,,,6,,,,,8,,,,,9,,
670001040158,588,10,35,,60,,10,15,10,15,15,10,22,20,15,60,10,15,15,25,15,5
670001040158,589,,,,,3,,,,,,,,,,,8,,,,3,
670001040158,590,,4,,3,8,,4,4,,,3,,,,,,7,,5,,4
670001040158,591,3,,,6,,,4,,,4,2,,1,2,3,2,2,,5,,
670001040158,592,4,,4,5,,2,1,,,,,5,,4,4,4,2,,3,,
670001040158,593,,,,,2,,,,,,6,,,,,,,,,1,
670001040158,594,,,10,,,20,,0,,,,,15,,15,,10,,,,4
670001040158,595,10,15,16,44,,5,,,10,20,7,2,10,10,17,5,,12,14,,10
670001040158,596,,,,,,,,,,,,,,,,,,,,10,
670001040158,597,10,15,13,60,10,,,,15,13,8,17,13,13,20,20,,19,10,8,10
670001040158,598,,20,,,,,10,,,,,,,30,-10,,,,,10,
670001040158,599,,15,,,15,5,,,,,,,,,,,,5,,,
670001040158,600,,6,,,,,4,,,1,,1,,,1,,4,,,,
670001040158,601,,,,15,,,,,,,,,25,,,,,,15,,
670001040158,602,,,,4,,,,8,,,,,3,,,,,,,,7
670001040158,603,,,4,,,,,,,,10,,,,,,,,,3,
670001040158,604,,10,,20,5,,,,,,,,10,,15,,,,,,
670001040158,605,,,,,2,2,5,,,,,5,4,3,,,5,,,,
670001040158,606,,,,,,,,,,,,,,,,10,,,0,,
670001040158,607,4,16,17,88,,,2,13,6,6,6,12,23,34,50,,20,,,12,17
670001040158,608,,,,,,,,,,,,,,,,,,,1,,
670001040158,609,,2,,,,,,,,,,,,,,,,,,,
670001040158,610,,,20,,10,,,10,,,,,5,,20,,5,,5,6,
670001040158,611,6,2,12,,,2,14,,8,,9,,,4,,12,,8,,,
670001040158,612,,2,,,,5,,,,,5,,15,,,,,,7,,
670001040158,613,2,,,,,,,,,,,2,,,1,,,1,,,
670001040158,614,,10,8,,,5,,10,,10,5,,10,,20,,10,,,5,5
670001040158,615,12,,,10,,12,8,,,,15,5,,15,,,19,,14,,13
670001040158,616,5,,10,20,,,,,,,3,,,,13,,18,,,8,
670001040158,617,3,,,,1,,,,,,,,,,,,,,2,,
670001040158,618,25,,6,25,15,15,,10,5,10,,10,30,10,20,,,10,,10,
670001040158,619,,,20,20,,20,20,,20,15,,10,25,10,40,,,,,15,25
670001040158,620,,4,5,,,2,3,,2,4,,,,,,,,,3,,3
670001040158,621,,,,1,,,,,,,,1,,,,,,,,,
670001040158,622,17,,10,25,,,20,10,7,10,10,,12,,5,,10,10,,5,5
670001040158,623,8,14,15,10,,,,0,,,,,15,,,,,,,,
670001040158,624,2,,1,6,,,3,3,,,2,,3,2,,3,,2,1,2,
670001040158,625,10,10,50,70,,20,30,10,30,30,20,10,50,20,80,30,,,70,20,20
670001040158,626,,,,,,1,,,,,,,2,2,2,,,,,,3
670001040158,627,,,,,,,,,,,25,,,,,,,,,,
670001040158,628,,5,,,4,,,,,,,4,,,2,,,,,,
670001040158,629,5,4,36,10,,,,5,2,5,,,3,3,4,5,4,2,7,5,3
670001040158,630,,12,,,,,3,,,,,,,,,,,,,,
670001040158,631,5,10,,20,,,,10,,,,,,10,15,,,,,,
670001040158,632,10,,,,,5,6,,,,4,,3,,6,4,,,5,,
670001040158,633,,6,3,20,7,3,6,5,5,52,185,250,209,213,518,358,13,27,100,106,15
670001040158,634,,7,30,,,,20,,,,,10,10,12,12,,,,12,2,10
670001040158,635,,,5,,,7,,,,,4,,,,,,,3,,5,
670001040158,636,10,12,15,70,,,,35,40,9,24,8,10,25,13,5,5,,20,10,17
670001040158,637,,,,,,,,,,,,,,,2,,,,,,
670001040158,638,,,15,,,,,,,,,,,,,,,,,,
670001040158,639,,,,,,2,,,,,,,,,,,,,,,
670001040158,640,,15,,20,,,,0,4,,20,,,20,,15,,,,15,
670001040158,641,9,,,15,,,,5,,,15,,15,10,,15,,,15,,
670001040158,642,,,,,3,,2,,,,,3,,4,10,,,,,,
670001040158,643,3,,,,15,,,5,,,,,10,,15,,,25,,,5
670001040158,644,,,,1,,2,,3,,,,,,,2,,,,7,,
670001040158,645,,,,,,,,,,,,5,,,,,,,,,
670001040158,646,20,30,,80,,,,10,,,20,,20,10,,,20,30,,20,
670001040158,647,10,,30,5,10,10,10,10,20,8,18,,10,15,,,4,10,10,,32
670001040158,648,,,,,,,5,,,,,,,,,,,,,5,
670001040158,649,,21,,25,,,,,12,,,,23,,23,,,,,,3
670001040158,650,7,,26,12,,9,3,,8,,,,17,22,,,16,,4,,12
670001040158,651,,3,2,,5,3,2,2,1,3,,6,2,,,4,5,,2,,2
670001040158,652,,10,,20,,,,,,2,1,1,1,,13,,,,,,
670001040158,653,,,,,,,,,,,,,,,,4,,,,,
670001040158,654,,2,1,2,,,,9,,,,3,,,2,,,,,,
670001040158,655,,10,,10,,,10,,,10,10,20,10,50,,10,,,,10,10
670001040158,656,,,,,,10,,,,,,,,,,,,,,10,
670001040158,657,,10,,46,6,,,,,,,,18,16,,,,,,,
670001040158,658,14,30,,27,20,36,20,4,12,12,20,15,13,28,16,10,15,16,10,27,14
670001040158,659,10,,20,10,,20,,30,10,5,,10,25,,10,,10,10,10,,10
670001040158,660,7,10,,30,,5,10,10,,,7,,15,,10,,8,6,,10,8
670001040158,661,,,,15,,20,,,,10,,15,,10,10,,20,20,,,20
670001040158,662,7,,15,,,,,,,,6,,15,,,,,,,,
670001040158,663,10,,,,,,8,,,,,,,5,,,,,6,,
670001040158,664,,,10,,,10,,,,,,,,2,,,10,,,,
670001040158,665,,,,,,,,,,,,,3,,,,,,,,5
670001040158,666,,1,,,7,3,,16,4,,7,,2,,,,,1,,2,3
670001040158,667,6,,,15,,,10,,,2,,,12,,,,10,,,12,
670001040158,668,20,,20,20,10,,,10,,,,,,,,,,,,,10
670001040158,669,10,,10,5,,,15,,,5,20,,20,10,5,,,5,10,,15
670001040158,670,,,20,20,,,,,,,23,5,33,22,70,10,,,,,
670001040158,671,,,3,,,,3,,,,1,,3,,3,,1,,52,,2
670001040158,672,,,14,10,,,14,,20,,,,,12,,,,,,,
670001040158,673,,,10,30,15,0,10,,,,,,,,,,,,,,
670001040158,674,,,,,,2,,,,,,,,,,,,,,,
670001040158,675,20,10,,15,,5,,,,5,,10,25,,20,,,10,10,,
670001040158,676,,,10,60,,,,0,,5,,,32,15,50,,,,,,
670001040158,677,7,20,,19,,,,,,,,9,,,18,,,,,12,
670001040158,678,,,2,9,,,7,,,,,2,8,,,7,,,,,
670001040158,679,,,5,4,4,,,,8,,3,5,10,,,,,10,,,
670001040158,680,15,,,,,,,,,,,10,30,,20,10,,,,,
670001040158,681,,,15,30,,,,,,20,,10,20,,10,10,,,,,5
670001040158,682,,16,,7,,,,,,,,,,,,,,,,5,
670001040158,683,,,,,2,,,4,,,,,,,,,,,,,
670001040158,684,,,,,,,,,6,4,5,,,18,,,,,,,
670001040158,685,,,,,,2,,,,,,1,,1,,,,2,,1,
670001040158,686,,,10,,,,10,,2,,,,,,,,,,,,
670001040158,687,14,20,,15,,,15,12,,,,,10,20,15,,,,15,,
670001040158,688,,,,760,,,,,,,80,10,40,50,310,70,,,,,
670001040158,689,,10,,10,,,,,10,,,,20,,20,,,,,,
670001040158,690,5,,,,,4,,10,,10,,,,,,,,,5,,
670001040158,691,2,15,,25,,,,,,,,,17,,,,8,,,,
670001040158,692,,,,,7,,2,2,,,2,,2,,,6,,3,,1,5
670001040158,693,,,,,,,,,,,,,2,,,,,,,,5
670001040158,694,,,6,,10,,,11,,,,,20,,,,,,,,
670001040158,695,,10,,,,,,,,,,,10,,11,,,,,,
670001040158,696,5,5,10,40,,,,,,,,,5,,,3,,,6,2,
670001040158,697,20,40,20,185,5,,,,,,,,,30,,130,,,,,
670001040158,698,,,,,,2,4,2,,,,,,,,,,,,,
670001040158,699,,,,5,,,,,,,,,,,10,,,,,,
670001040158,700,,,,,,10,,,10,,,,20,,,,12,,,10,
670001040158,701,6,15,,20,,10,,15,,,10,,10,30,,,,10,18,,
670001040158,702,,,12,,,,13,,,,,,,,,8,,,10,,
670001040158,703,,10,,5,10,,5,5,,,,,5,13,10,,15,,3,,
670001040158,704,,,12,6,15,,,,9,,,,10,,,,,3,,,3
670001040158,705,4,11,,,,8,,20,,,4,,,,,5,1,6,,2,
670001040158,706,,,,,7,,10,,20,,,,20,,10,,,10,,,4
670001040158,707,,,,,,,,10,,7,,,,,23,,,,,,
670001040158,708,20,10,10,30,20,20,10,20,30,17,,10,40,50,25,10,10,13,5,14,
670001040158,709,35,-15,,10,50,,,,,,2,,20,,20,,15,,20,6,20
670001040158,710,1,,2,5,,1,,6,,,,1,1,,,,1,,,,
670001040158,711,,4,,35,,,,,,,,,,,,,,10,15,-12,
670001040158,712,,,,,10,,,,,,,,15,,,,,,5,,
670001040158,713,,,13,,,,,1,,,,5,,,,,,,,,
670001040158,714,,,20,,,,,,,,,,,,,,,,,,
670001040158,715,,12,,,,,,,,,,,,,,,,,,,
670001040158,716,,20,,,,,,15,,,20,,,,,,10,,,12,
670001040158,717,,15,,,,,,,,,2,,,,,,,,,,12
670001040158,718,,,,,,10,,12,,,,,,,,,,,,,
670001040158,719,,10,,,,,,,5,,,,40,,,,,,,,
670001040158,720,,,,,,,,,7,,,,,,,,,,,,
670001040158,721,,,,,,,,,,,,10,,,,,,,,,
670001040158,722,40,,60,80,,,,30,10,10,20,,50,20,60,,,30,,10,
670001040158,723,2,,,,3,6,2,6,,,,5,,,10,,,,3,,4
670001040158,724,,,,,,,,,27,,,,,,,,,,,,
670001040158,725,8,,,,,,,,,,5,,,5,,2,3,2,6,,
670001040158,726,,,,,2,,,,,,,5,,1,,2,,,,5,
670001040158,727,10,,,,,,8,,,,,,15,,,,,,10,,
670001040158,728,,,,15,,,,,,,,,,,,,,,,,
670001040158,729,,10,,12,10,,8,,,10,,,15,,,7,2,,,7,
670001040158,730,1,12,25,8,,10,,10,,10,,3,10,,12,,,,8,,
670001040158,731,10,,,,,,10,,10,,,,,10,,,,10,,,
670001040158,732,,7,8,4,,5,4,,,,4,,11,3,1,2,,5,,5,3
670001040158,733,,,,13,,,,,,,,,,,,,,5,,7,
670001040158,734,,12,,,,,,,,,,,,15,,,,,,,
670001040158,735,4,6,10,30,,,,,8,3,0,,10,12,10,,,4,7,10,9
670001040158,736,,,,,,,,,,,,,,,1,,1,,,,
670001040158,737,5,10,10,11,20,,,,8,,,,,4,,5,,10,,6,5
670001040158,738,,,,,,,,,,2,,2,,,2,,,,,,
670001040158,739,10,,20,40,,,20,,30,,2,10,10,25,10,5,20,,10,10,20
670001040158,740,30,,,20,30,,,10,,20,,10,30,,,20,,10,10,,20
670001040158,741,,2,,,,,,,,0,,,,,,,,7,,,3
670001040158,742,,,200,3200,,,,,,,,,300,1000,600,1200,,,,,1400
670001040158,743,,,,800,,,,,,,,,300,100,,2600,,,,,
670001040158,744,,,3,,,,,3,,,,,,,,4,,,,,
670001040158,745,180,550,200,1200,,,10,,0,,,,600,200,400,400,,,,,
670001040158,746,1,,,10,10,,,,,,,,,,,1,,,2,2,
670001040158,747,,,,500,,,,0,60,,60,20,100,270,,300,,,,,
670001040158,748,,,20,,-18,,,,,,15,,,,,20,,,,,
670001040158,749,170,100,,800,,,,,,,,,200,200,,400,,,,,
670001040158,750,,,5,10,,10,,20,,,,,,,,5,,5,,4,
670001040158,751,,,3,,,,,,,,,,,,,,,,,,
670001040158,752,,20,14,40,14,,,,12,,,,18,31,,10,10,,15,22,6
670001040158,753,1,,3,1,2,3,,,,,,1,,,2,3,,,,,
670001040158,754,,,,,,,,,,,,20,10,18,80,,,,,,
670001040158,755,,15,20,30,7,,,,,,,,10,,18,,,,32,5,
670001040158,756,,0,10,25,,8,20,,,,,,15,13,17,11,,6,9,,12
670001040158,757,5,,5,5,,,6,,3,,,,6,,,5,,8,,6,
